Vivado Simulator 2020.2
Time resolution is 1 ps
[DRV] reset done
           104255000: [GEN_RANDOM] tx_byte = 0a, rx_byte = 00
        766676295000: [SCB PASS] expected = ba, actual = ba, q_size = 0
        766676295000: [SCB QUEUE PUSH] expected_q push = d3, size = 1
        766721855000: [DRV] tx_byte = 1f, rx_byte = 00
        767717895000: [MON] tx_byte = 00, rx_byte = d3
        767717895000: [SCB PASS] expected = d3, actual = d3, q_size = 0
        767717895000: [SCB QUEUE PUSH] expected_q push = 1f, size = 1
        767763455000: [DRV] tx_byte = d3, rx_byte = 00
        768759495000: [MON] tx_byte = 00, rx_byte = 1f
        768759495000: [SCB PASS] expected = 1f, actual = 1f, q_size = 0
        768759495000: [SCB QUEUE PUSH] expected_q push = d3, size = 1
        768805055000: [DRV] tx_byte = 25, rx_byte = 00
        769801095000: [MON] tx_byte = 00, rx_byte = d3
        769801095000: [SCB PASS] expected = d3, actual = d3, q_size = 0
        769801095000: [SCB QUEUE PUSH] expected_q push = 25, size = 1
        769846655000: [DRV] tx_byte = c6, rx_byte = 00
        770842695000: [MON] tx_byte = 00, rx_byte = 25
        770842695000: [SCB PASS] expected = 25, actual = 25, q_size = 0
        770842695000: [SCB QUEUE PUSH] expected_q push = c6, size = 1
        770888255000: [DRV] tx_byte = 9a, rx_byte = 00
        771884295000: [MON] tx_byte = 00, rx_byte = c6
        771884295000: [SCB PASS] expected = c6, actual = c6, q_size = 0
        771884295000: [SCB QUEUE PUSH] expected_q push = 9a, size = 1
        771929855000: [DRV] tx_byte = 6b, rx_byte = 00
        772925895000: [MON] tx_byte = 00, rx_byte = 9a
        772925895000: [SCB PASS] expected = 9a, actual = 9a, q_size = 0
        772925895000: [SCB QUEUE PUSH] expected_q push = 6b, size = 1
        772971455000: [DRV] tx_byte = e7, rx_byte = 00
        773967495000: [MON] tx_byte = 00, rx_byte = 6b
        773967495000: [SCB PASS] expected = 6b, actual = 6b, q_size = 0
        773967495000: [SCB QUEUE PUSH] expected_q push = e7, size = 1
        774013055000: [DRV] tx_byte = fc, rx_byte = 00
        775009095000: [MON] tx_byte = 00, rx_byte = e7
        775009095000: [SCB PASS] expected = e7, actual = e7, q_size = 0
        775009095000: [SCB QUEUE PUSH] expected_q push = fc, size = 1
        775054655000: [DRV] tx_byte = 5b, rx_byte = 00
        776050695000: [MON] tx_byte = 00, rx_byte = fc
        776050695000: [SCB PASS] expected = fc, actual = fc, q_size = 0
        776050695000: [SCB QUEUE PUSH] expected_q push = 5b, size = 1
        776096255000: [DRV] tx_byte = 55, rx_byte = 00
        777092295000: [MON] tx_byte = 00, rx_byte = 5b
        777092295000: [SCB PASS] expected = 5b, actual = 5b, q_size = 0
        777092295000: [SCB QUEUE PUSH] expected_q push = 55, size = 1
        777137855000: [DRV] tx_byte = 31, rx_byte = 00
        778133895000: [MON] tx_byte = 00, rx_byte = 55
        778133895000: [SCB PASS] expected = 55, actual = 55, q_size = 0
        778133895000: [SCB QUEUE PUSH] expected_q push = 31, size = 1
        778179455000: [DRV] tx_byte = 57, rx_byte = 00
        779175495000: [MON] tx_byte = 00, rx_byte = 31
        779175495000: [SCB PASS] expected = 31, actual = 31, q_size = 0
        779175495000: [SCB QUEUE PUSH] expected_q push = 57, size = 1
        779221055000: [DRV] tx_byte = f0, rx_byte = 00
        780217095000: [MON] tx_byte = 00, rx_byte = 57
        780217095000: [SCB PASS] expected = 57, actual = 57, q_size = 0
        780217095000: [SCB QUEUE PUSH] expected_q push = f0, size = 1
        780262655000: [DRV] tx_byte = 53, rx_byte = 00
        781258695000: [MON] tx_byte = 00, rx_byte = f0
        781258695000: [SCB PASS] expected = f0, actual = f0, q_size = 0
        781258695000: [SCB QUEUE PUSH] expected_q push = 53, size = 1
        781304255000: [DRV] tx_byte = 97, rx_byte = 00
        782300295000: [MON] tx_byte = 00, rx_byte = 53
        782300295000: [SCB PASS] expected = 53, actual = 53, q_size = 0
        782300295000: [SCB QUEUE PUSH] expected_q push = 97, size = 1
        782345855000: [DRV] tx_byte = d0, rx_byte = 00
        783341895000: [MON] tx_byte = 00, rx_byte = 97
        783341895000: [SCB PASS] expected = 97, actual = 97, q_size = 0
        783341895000: [SCB QUEUE PUSH] expected_q push = d0, size = 1
        783387455000: [DRV] tx_byte = f3, rx_byte = 00
        784383495000: [MON] tx_byte = 00, rx_byte = d0
        784383495000: [SCB PASS] expected = d0, actual = d0, q_size = 0
        784383495000: [SCB QUEUE PUSH] expected_q push = f3, size = 1
        784429055000: [DRV] tx_byte = 11, rx_byte = 00
        785425095000: [MON] tx_byte = 00, rx_byte = f3
        785425095000: [SCB PASS] expected = f3, actual = f3, q_size = 0
        785425095000: [SCB QUEUE PUSH] expected_q push = 11, size = 1
        785470655000: [DRV] tx_byte = 35, rx_byte = 00
        786466695000: [MON] tx_byte = 00, rx_byte = 11
        786466695000: [SCB PASS] expected = 11, actual = 11, q_size = 0
        786466695000: [SCB QUEUE PUSH] expected_q push = 35, size = 1
        786512255000: [DRV] tx_byte = 5e, rx_byte = 00
        787508295000: [MON] tx_byte = 00, rx_byte = 35
        787508295000: [SCB PASS] expected = 35, actual = 35, q_size = 0
        787508295000: [SCB QUEUE PUSH] expected_q push = 5e, size = 1
        787553855000: [DRV] tx_byte = 9e, rx_byte = 00
        788549895000: [MON] tx_byte = 00, rx_byte = 5e
        788549895000: [SCB PASS] expected = 5e, actual = 5e, q_size = 0
        788549895000: [SCB QUEUE PUSH] expected_q push = 9e, size = 1
        788595455000: [DRV] tx_byte = 56, rx_byte = 00
        789591495000: [MON] tx_byte = 00, rx_byte = 9e
        789591495000: [SCB PASS] expected = 9e, actual = 9e, q_size = 0
        789591495000: [SCB QUEUE PUSH] expected_q push = 56, size = 1
        789637055000: [DRV] tx_byte = 59, rx_byte = 00
        790633095000: [MON] tx_byte = 00, rx_byte = 56
        790633095000: [SCB PASS] expected = 56, actual = 56, q_size = 0
        790633095000: [SCB QUEUE PUSH] expected_q push = 59, size = 1
        790678655000: [DRV] tx_byte = ef, rx_byte = 00
        791674695000: [MON] tx_byte = 00, rx_byte = 59
        791674695000: [SCB PASS] expected = 59, actual = 59, q_size = 0
        791674695000: [SCB QUEUE PUSH] expected_q push = ef, size = 1
        791720255000: [DRV] tx_byte = a0, rx_byte = 00
        792716295000: [MON] tx_byte = 00, rx_byte = ef
        792716295000: [SCB PASS] expected = ef, actual = ef, q_size = 0
        792716295000: [SCB QUEUE PUSH] expected_q push = a0, size = 1
        792761855000: [DRV] tx_byte = 0a, rx_byte = 00
        793757895000: [MON] tx_byte = 00, rx_byte = a0
        793757895000: [SCB PASS] expected = a0, actual = a0, q_size = 0
        793757895000: [SCB QUEUE PUSH] expected_q push = 0a, size = 1
        793803455000: [DRV] tx_byte = 93, rx_byte = 00
        794799495000: [MON] tx_byte = 00, rx_byte = 0a
        794799495000: [SCB PASS] expected = 0a, actual = 0a, q_size = 0
        794799495000: [SCB QUEUE PUSH] expected_q push = 93, size = 1
        794845055000: [DRV] tx_byte = 91, rx_byte = 00
        795841095000: [MON] tx_byte = 00, rx_byte = 93
        795841095000: [SCB PASS] expected = 93, actual = 93, q_size = 0
        795841095000: [SCB QUEUE PUSH] expected_q push = 91, size = 1
        795886655000: [DRV] tx_byte = c3, rx_byte = 00
        796882695000: [MON] tx_byte = 00, rx_byte = 91
        796882695000: [SCB PASS] expected = 91, actual = 91, q_size = 0
        796882695000: [SCB QUEUE PUSH] expected_q push = c3, size = 1
        796928255000: [DRV] tx_byte = 52, rx_byte = 00
        797924295000: [MON] tx_byte = 00, rx_byte = c3
        797924295000: [SCB PASS] expected = c3, actual = c3, q_size = 0
        797924295000: [SCB QUEUE PUSH] expected_q push = 52, size = 1
        797969855000: [DRV] tx_byte = d0, rx_byte = 00
        798965895000: [MON] tx_byte = 00, rx_byte = 52
        798965895000: [SCB PASS] expected = 52, actual = 52, q_size = 0
        798965895000: [SCB QUEUE PUSH] expected_q push = d0, size = 1
        799011455000: [DRV] tx_byte = 90, rx_byte = 00
        800007495000: [MON] tx_byte = 00, rx_byte = d0
        800007495000: [SCB PASS] expected = d0, actual = d0, q_size = 0
        800007495000: [SCB QUEUE PUSH] expected_q push = 90, size = 1
        800053055000: [DRV] tx_byte = da, rx_byte = 00
        801049095000: [MON] tx_byte = 00, rx_byte = 90
        801049095000: [SCB PASS] expected = 90, actual = 90, q_size = 0
        801049095000: [SCB QUEUE PUSH] expected_q push = da, size = 1
        801094655000: [DRV] tx_byte = c5, rx_byte = 00
        802090695000: [MON] tx_byte = 00, rx_byte = da
        802090695000: [SCB PASS] expected = da, actual = da, q_size = 0
        802090695000: [SCB QUEUE PUSH] expected_q push = c5, size = 1
        802136255000: [DRV] tx_byte = 8d, rx_byte = 00
        803132295000: [MON] tx_byte = 00, rx_byte = c5
        803132295000: [SCB PASS] expected = c5, actual = c5, q_size = 0
        803132295000: [SCB QUEUE PUSH] expected_q push = 8d, size = 1
        803177855000: [DRV] tx_byte = ca, rx_byte = 00
        804173895000: [MON] tx_byte = 00, rx_byte = 8d
        804173895000: [SCB PASS] expected = 8d, actual = 8d, q_size = 0
        804173895000: [SCB QUEUE PUSH] expected_q push = ca, size = 1
        804219455000: [DRV] tx_byte = 5f, rx_byte = 00
        805215495000: [MON] tx_byte = 00, rx_byte = ca
        805215495000: [SCB PASS] expected = ca, actual = ca, q_size = 0
        805215495000: [SCB QUEUE PUSH] expected_q push = 5f, size = 1
        805261055000: [DRV] tx_byte = ca, rx_byte = 00
        806257095000: [MON] tx_byte = 00, rx_byte = 5f
        806257095000: [SCB PASS] expected = 5f, actual = 5f, q_size = 0
        806257095000: [SCB QUEUE PUSH] expected_q push = ca, size = 1
        806302655000: [DRV] tx_byte = cc, rx_byte = 00
        807298695000: [MON] tx_byte = 00, rx_byte = ca
        807298695000: [SCB PASS] expected = ca, actual = ca, q_size = 0
        807298695000: [SCB QUEUE PUSH] expected_q push = cc, size = 1
        807344255000: [DRV] tx_byte = 90, rx_byte = 00
        808340295000: [MON] tx_byte = 00, rx_byte = cc
        808340295000: [SCB PASS] expected = cc, actual = cc, q_size = 0
        808340295000: [SCB QUEUE PUSH] expected_q push = 90, size = 1
        808385855000: [DRV] tx_byte = cd, rx_byte = 00
        809381895000: [MON] tx_byte = 00, rx_byte = 90
        809381895000: [SCB PASS] expected = 90, actual = 90, q_size = 0
        809381895000: [SCB QUEUE PUSH] expected_q push = cd, size = 1
        809427455000: [DRV] tx_byte = 8a, rx_byte = 00
        810423495000: [MON] tx_byte = 00, rx_byte = cd
        810423495000: [SCB PASS] expected = cd, actual = cd, q_size = 0
        810423495000: [SCB QUEUE PUSH] expected_q push = 8a, size = 1
        810469055000: [DRV] tx_byte = 85, rx_byte = 00
        811465095000: [MON] tx_byte = 00, rx_byte = 8a
        811465095000: [SCB PASS] expected = 8a, actual = 8a, q_size = 0
        811465095000: [SCB QUEUE PUSH] expected_q push = 85, size = 1
        811510655000: [DRV] tx_byte = 8d, rx_byte = 00
        812506695000: [MON] tx_byte = 00, rx_byte = 85
        812506695000: [SCB PASS] expected = 85, actual = 85, q_size = 0
        812506695000: [SCB QUEUE PUSH] expected_q push = 8d, size = 1
        812552255000: [DRV] tx_byte = 9d, rx_byte = 00
        813548295000: [MON] tx_byte = 00, rx_byte = 8d
        813548295000: [SCB PASS] expected = 8d, actual = 8d, q_size = 0
        813548295000: [SCB QUEUE PUSH] expected_q push = 9d, size = 1
        813593855000: [DRV] tx_byte = a6, rx_byte = 00
        814589895000: [MON] tx_byte = 00, rx_byte = 9d
        814589895000: [SCB PASS] expected = 9d, actual = 9d, q_size = 0
        814589895000: [SCB QUEUE PUSH] expected_q push = a6, size = 1
        814635455000: [DRV] tx_byte = 75, rx_byte = 00
        815631495000: [MON] tx_byte = 00, rx_byte = a6
        815631495000: [SCB PASS] expected = a6, actual = a6, q_size = 0
        815631495000: [SCB QUEUE PUSH] expected_q push = 75, size = 1
        815677055000: [DRV] tx_byte = d5, rx_byte = 00
        816673095000: [MON] tx_byte = 00, rx_byte = 75
        816673095000: [SCB PASS] expected = 75, actual = 75, q_size = 0
        816673095000: [SCB QUEUE PUSH] expected_q push = d5, size = 1
        816718655000: [DRV] tx_byte = 85, rx_byte = 00
        817714695000: [MON] tx_byte = 00, rx_byte = d5
        817714695000: [SCB PASS] expected = d5, actual = d5, q_size = 0
        817714695000: [SCB QUEUE PUSH] expected_q push = 85, size = 1
        817760255000: [DRV] tx_byte = 37, rx_byte = 00
        818756295000: [MON] tx_byte = 00, rx_byte = 85
        818756295000: [SCB PASS] expected = 85, actual = 85, q_size = 0
        818756295000: [SCB QUEUE PUSH] expected_q push = 37, size = 1
        818801855000: [DRV] tx_byte = 8c, rx_byte = 00
        819797895000: [MON] tx_byte = 00, rx_byte = 37
        819797895000: [SCB PASS] expected = 37, actual = 37, q_size = 0
        819797895000: [SCB QUEUE PUSH] expected_q push = 8c, size = 1
        819843455000: [DRV] tx_byte = 83, rx_byte = 00
        820839495000: [MON] tx_byte = 00, rx_byte = 8c
        820839495000: [SCB PASS] expected = 8c, actual = 8c, q_size = 0
        820839495000: [SCB QUEUE PUSH] expected_q push = 83, size = 1
        820885055000: [DRV] tx_byte = 4a, rx_byte = 00
        821881095000: [MON] tx_byte = 00, rx_byte = 83
        821881095000: [SCB PASS] expected = 83, actual = 83, q_size = 0
        821881095000: [SCB QUEUE PUSH] expected_q push = 4a, size = 1
        821926655000: [DRV] tx_byte = 56, rx_byte = 00
        822922695000: [MON] tx_byte = 00, rx_byte = 4a
        822922695000: [SCB PASS] expected = 4a, actual = 4a, q_size = 0
        822922695000: [SCB QUEUE PUSH] expected_q push = 56, size = 1
        822968255000: [DRV] tx_byte = 63, rx_byte = 00
        823964295000: [MON] tx_byte = 00, rx_byte = 56
        823964295000: [SCB PASS] expected = 56, actual = 56, q_size = 0
        823964295000: [SCB QUEUE PUSH] expected_q push = 63, size = 1
        824009855000: [DRV] tx_byte = 01, rx_byte = 00
        825005895000: [MON] tx_byte = 00, rx_byte = 63
        825005895000: [SCB PASS] expected = 63, actual = 63, q_size = 0
        825005895000: [SCB QUEUE PUSH] expected_q push = 01, size = 1
        825051455000: [DRV] tx_byte = f4, rx_byte = 00
        826047495000: [MON] tx_byte = 00, rx_byte = 01
        826047495000: [SCB PASS] expected = 01, actual = 01, q_size = 0
        826047495000: [SCB QUEUE PUSH] expected_q push = f4, size = 1
        826093055000: [DRV] tx_byte = 73, rx_byte = 00
        827089095000: [MON] tx_byte = 00, rx_byte = f4
        827089095000: [SCB PASS] expected = f4, actual = f4, q_size = 0
        827089095000: [SCB QUEUE PUSH] expected_q push = 73, size = 1
        827134655000: [DRV] tx_byte = 19, rx_byte = 00
        828130695000: [MON] tx_byte = 00, rx_byte = 73
        828130695000: [SCB PASS] expected = 73, actual = 73, q_size = 0
        828130695000: [SCB QUEUE PUSH] expected_q push = 19, size = 1
        828176255000: [DRV] tx_byte = a4, rx_byte = 00
        829172295000: [MON] tx_byte = 00, rx_byte = 19
        829172295000: [SCB PASS] expected = 19, actual = 19, q_size = 0
        829172295000: [SCB QUEUE PUSH] expected_q push = a4, size = 1
        829217855000: [DRV] tx_byte = 35, rx_byte = 00
        830213895000: [MON] tx_byte = 00, rx_byte = a4
        830213895000: [SCB PASS] expected = a4, actual = a4, q_size = 0
        830213895000: [SCB QUEUE PUSH] expected_q push = 35, size = 1
        830259455000: [DRV] tx_byte = bf, rx_byte = 00
        831255495000: [MON] tx_byte = 00, rx_byte = 35
        831255495000: [SCB PASS] expected = 35, actual = 35, q_size = 0
        831255495000: [SCB QUEUE PUSH] expected_q push = bf, size = 1
        831301055000: [DRV] tx_byte = 1d, rx_byte = 00
        832297095000: [MON] tx_byte = 00, rx_byte = bf
        832297095000: [SCB PASS] expected = bf, actual = bf, q_size = 0
        832297095000: [SCB QUEUE PUSH] expected_q push = 1d, size = 1
        832342655000: [DRV] tx_byte = 37, rx_byte = 00
        833338695000: [MON] tx_byte = 00, rx_byte = 1d
        833338695000: [SCB PASS] expected = 1d, actual = 1d, q_size = 0
        833338695000: [SCB QUEUE PUSH] expected_q push = 37, size = 1
        833384255000: [DRV] tx_byte = a1, rx_byte = 00
        834380295000: [MON] tx_byte = 00, rx_byte = 37
        834380295000: [SCB PASS] expected = 37, actual = 37, q_size = 0
        834380295000: [SCB QUEUE PUSH] expected_q push = a1, size = 1
        834425855000: [DRV] tx_byte = 5d, rx_byte = 00
        835421895000: [MON] tx_byte = 00, rx_byte = a1
        835421895000: [SCB PASS] expected = a1, actual = a1, q_size = 0
        835421895000: [SCB QUEUE PUSH] expected_q push = 5d, size = 1
        835467455000: [DRV] tx_byte = 1a, rx_byte = 00
        836463495000: [MON] tx_byte = 00, rx_byte = 5d
        836463495000: [SCB PASS] expected = 5d, actual = 5d, q_size = 0
        836463495000: [SCB QUEUE PUSH] expected_q push = 1a, size = 1
        836509055000: [DRV] tx_byte = 2f, rx_byte = 00
        837505095000: [MON] tx_byte = 00, rx_byte = 1a
        837505095000: [SCB PASS] expected = 1a, actual = 1a, q_size = 0
        837505095000: [SCB QUEUE PUSH] expected_q push = 2f, size = 1
        837550655000: [DRV] tx_byte = 94, rx_byte = 00
        838546695000: [MON] tx_byte = 00, rx_byte = 2f
        838546695000: [SCB PASS] expected = 2f, actual = 2f, q_size = 0
        838546695000: [SCB QUEUE PUSH] expected_q push = 94, size = 1
        838592255000: [DRV] tx_byte = 5c, rx_byte = 00
        839588295000: [MON] tx_byte = 00, rx_byte = 94
        839588295000: [SCB PASS] expected = 94, actual = 94, q_size = 0
        839588295000: [SCB QUEUE PUSH] expected_q push = 5c, size = 1
        839633855000: [DRV] tx_byte = 93, rx_byte = 00
        840629895000: [MON] tx_byte = 00, rx_byte = 5c
        840629895000: [SCB PASS] expected = 5c, actual = 5c, q_size = 0
        840629895000: [SCB QUEUE PUSH] expected_q push = 93, size = 1
        840675455000: [DRV] tx_byte = 6a, rx_byte = 00
        841671495000: [MON] tx_byte = 00, rx_byte = 93
        841671495000: [SCB PASS] expected = 93, actual = 93, q_size = 0
        841671495000: [SCB QUEUE PUSH] expected_q push = 6a, size = 1
        841717055000: [DRV] tx_byte = f6, rx_byte = 00
        842713095000: [MON] tx_byte = 00, rx_byte = 6a
        842713095000: [SCB PASS] expected = 6a, actual = 6a, q_size = 0
        842713095000: [SCB QUEUE PUSH] expected_q push = f6, size = 1
        842758655000: [DRV] tx_byte = c5, rx_byte = 00
        843754695000: [MON] tx_byte = 00, rx_byte = f6
        843754695000: [SCB PASS] expected = f6, actual = f6, q_size = 0
        843754695000: [SCB QUEUE PUSH] expected_q push = c5, size = 1
        843800255000: [DRV] tx_byte = c6, rx_byte = 00
        844796295000: [MON] tx_byte = 00, rx_byte = c5
        844796295000: [SCB PASS] expected = c5, actual = c5, q_size = 0
        844796295000: [SCB QUEUE PUSH] expected_q push = c6, size = 1
        844841855000: [DRV] tx_byte = d4, rx_byte = 00
        845837895000: [MON] tx_byte = 00, rx_byte = c6
        845837895000: [SCB PASS] expected = c6, actual = c6, q_size = 0
        845837895000: [SCB QUEUE PUSH] expected_q push = d4, size = 1
        845883455000: [DRV] tx_byte = 95, rx_byte = 00
        846879495000: [MON] tx_byte = 00, rx_byte = d4
        846879495000: [SCB PASS] expected = d4, actual = d4, q_size = 0
        846879495000: [SCB QUEUE PUSH] expected_q push = 95, size = 1
        846925055000: [DRV] tx_byte = cb, rx_byte = 00
        847921095000: [MON] tx_byte = 00, rx_byte = 95
        847921095000: [SCB PASS] expected = 95, actual = 95, q_size = 0
        847921095000: [SCB QUEUE PUSH] expected_q push = cb, size = 1
        847966655000: [DRV] tx_byte = 84, rx_byte = 00
        848962695000: [MON] tx_byte = 00, rx_byte = cb
        848962695000: [SCB PASS] expected = cb, actual = cb, q_size = 0
        848962695000: [SCB QUEUE PUSH] expected_q push = 84, size = 1
        849008255000: [DRV] tx_byte = d5, rx_byte = 00
        850004295000: [MON] tx_byte = 00, rx_byte = 84
        850004295000: [SCB PASS] expected = 84, actual = 84, q_size = 0
        850004295000: [SCB QUEUE PUSH] expected_q push = d5, size = 1
        850049855000: [DRV] tx_byte = f8, rx_byte = 00
        851045895000: [MON] tx_byte = 00, rx_byte = d5
        851045895000: [SCB PASS] expected = d5, actual = d5, q_size = 0
        851045895000: [SCB QUEUE PUSH] expected_q push = f8, size = 1
        851091455000: [DRV] tx_byte = ab, rx_byte = 00
        852087495000: [MON] tx_byte = 00, rx_byte = f8
        852087495000: [SCB PASS] expected = f8, actual = f8, q_size = 0
        852087495000: [SCB QUEUE PUSH] expected_q push = ab, size = 1
        852133055000: [DRV] tx_byte = ec, rx_byte = 00
        853129095000: [MON] tx_byte = 00, rx_byte = ab
        853129095000: [SCB PASS] expected = ab, actual = ab, q_size = 0
        853129095000: [SCB QUEUE PUSH] expected_q push = ec, size = 1
        853174655000: [DRV] tx_byte = df, rx_byte = 00
        854170695000: [MON] tx_byte = 00, rx_byte = ec
        854170695000: [SCB PASS] expected = ec, actual = ec, q_size = 0
        854170695000: [SCB QUEUE PUSH] expected_q push = df, size = 1
        854216255000: [DRV] tx_byte = d6, rx_byte = 00
        855212295000: [MON] tx_byte = 00, rx_byte = df
        855212295000: [SCB PASS] expected = df, actual = df, q_size = 0
        855212295000: [SCB QUEUE PUSH] expected_q push = d6, size = 1
        855257855000: [DRV] tx_byte = c5, rx_byte = 00
        856253895000: [MON] tx_byte = 00, rx_byte = d6
        856253895000: [SCB PASS] expected = d6, actual = d6, q_size = 0
        856253895000: [SCB QUEUE PUSH] expected_q push = c5, size = 1
        856299455000: [DRV] tx_byte = 15, rx_byte = 00
        857295495000: [MON] tx_byte = 00, rx_byte = c5
        857295495000: [SCB PASS] expected = c5, actual = c5, q_size = 0
        857295495000: [SCB QUEUE PUSH] expected_q push = 15, size = 1
        857341055000: [DRV] tx_byte = 0b, rx_byte = 00
        858337095000: [MON] tx_byte = 00, rx_byte = 15
        858337095000: [SCB PASS] expected = 15, actual = 15, q_size = 0
        858337095000: [SCB QUEUE PUSH] expected_q push = 0b, size = 1
        858382655000: [DRV] tx_byte = cf, rx_byte = 00
        859378695000: [MON] tx_byte = 00, rx_byte = 0b
        859378695000: [SCB PASS] expected = 0b, actual = 0b, q_size = 0
        859378695000: [SCB QUEUE PUSH] expected_q push = cf, size = 1
        859424255000: [DRV] tx_byte = 52, rx_byte = 00
        860420295000: [MON] tx_byte = 00, rx_byte = cf
        860420295000: [SCB PASS] expected = cf, actual = cf, q_size = 0
        860420295000: [SCB QUEUE PUSH] expected_q push = 52, size = 1
        860465855000: [DRV] tx_byte = 3a, rx_byte = 00
        861461895000: [MON] tx_byte = 00, rx_byte = 52
        861461895000: [SCB PASS] expected = 52, actual = 52, q_size = 0
        861461895000: [SCB QUEUE PUSH] expected_q push = 3a, size = 1
        861507455000: [DRV] tx_byte = c0, rx_byte = 00
        862503495000: [MON] tx_byte = 00, rx_byte = 3a
        862503495000: [SCB PASS] expected = 3a, actual = 3a, q_size = 0
        862503495000: [SCB QUEUE PUSH] expected_q push = c0, size = 1
        862549055000: [DRV] tx_byte = 64, rx_byte = 00
        863545095000: [MON] tx_byte = 00, rx_byte = c0
        863545095000: [SCB PASS] expected = c0, actual = c0, q_size = 0
        863545095000: [SCB QUEUE PUSH] expected_q push = 64, size = 1
        863590655000: [DRV] tx_byte = aa, rx_byte = 00
        864586695000: [MON] tx_byte = 00, rx_byte = 64
        864586695000: [SCB PASS] expected = 64, actual = 64, q_size = 0
        864586695000: [SCB QUEUE PUSH] expected_q push = aa, size = 1
        864632255000: [DRV] tx_byte = 01, rx_byte = 00
        865628295000: [MON] tx_byte = 00, rx_byte = aa
        865628295000: [SCB PASS] expected = aa, actual = aa, q_size = 0
        865628295000: [SCB QUEUE PUSH] expected_q push = 01, size = 1
        865673855000: [DRV] tx_byte = 53, rx_byte = 00
        866669895000: [MON] tx_byte = 00, rx_byte = 01
        866669895000: [SCB PASS] expected = 01, actual = 01, q_size = 0
        866669895000: [SCB QUEUE PUSH] expected_q push = 53, size = 1
        866715455000: [DRV] tx_byte = 0e, rx_byte = 00
        867711495000: [MON] tx_byte = 00, rx_byte = 53
        867711495000: [SCB PASS] expected = 53, actual = 53, q_size = 0
        867711495000: [SCB QUEUE PUSH] expected_q push = 0e, size = 1
        867757055000: [DRV] tx_byte = 82, rx_byte = 00
        868753095000: [MON] tx_byte = 00, rx_byte = 0e
        868753095000: [SCB PASS] expected = 0e, actual = 0e, q_size = 0
        868753095000: [SCB QUEUE PUSH] expected_q push = 82, size = 1
        868798655000: [DRV] tx_byte = 7f, rx_byte = 00
        869794695000: [MON] tx_byte = 00, rx_byte = 82
        869794695000: [SCB PASS] expected = 82, actual = 82, q_size = 0
        869794695000: [SCB QUEUE PUSH] expected_q push = 7f, size = 1
        869840255000: [DRV] tx_byte = e5, rx_byte = 00
        870836295000: [MON] tx_byte = 00, rx_byte = 7f
        870836295000: [SCB PASS] expected = 7f, actual = 7f, q_size = 0
        870836295000: [SCB QUEUE PUSH] expected_q push = e5, size = 1
        870881855000: [DRV] tx_byte = 82, rx_byte = 00
        871877895000: [MON] tx_byte = 00, rx_byte = e5
        871877895000: [SCB PASS] expected = e5, actual = e5, q_size = 0
        871877895000: [SCB QUEUE PUSH] expected_q push = 82, size = 1
        871923455000: [DRV] tx_byte = 06, rx_byte = 00
        872919495000: [MON] tx_byte = 00, rx_byte = 82
        872919495000: [SCB PASS] expected = 82, actual = 82, q_size = 0
        872919495000: [SCB QUEUE PUSH] expected_q push = 06, size = 1
        872965055000: [DRV] tx_byte = 8b, rx_byte = 00
        873961095000: [MON] tx_byte = 00, rx_byte = 06
        873961095000: [SCB PASS] expected = 06, actual = 06, q_size = 0
        873961095000: [SCB QUEUE PUSH] expected_q push = 8b, size = 1
        874006655000: [DRV] tx_byte = d3, rx_byte = 00
        875002695000: [MON] tx_byte = 00, rx_byte = 8b
        875002695000: [SCB PASS] expected = 8b, actual = 8b, q_size = 0
        875002695000: [SCB QUEUE PUSH] expected_q push = d3, size = 1
        875048255000: [DRV] tx_byte = e4, rx_byte = 00
        876044295000: [MON] tx_byte = 00, rx_byte = d3
        876044295000: [SCB PASS] expected = d3, actual = d3, q_size = 0
        876044295000: [SCB QUEUE PUSH] expected_q push = e4, size = 1
        876089855000: [DRV] tx_byte = 93, rx_byte = 00
        877085895000: [MON] tx_byte = 00, rx_byte = e4
        877085895000: [SCB PASS] expected = e4, actual = e4, q_size = 0
        877085895000: [SCB QUEUE PUSH] expected_q push = 93, size = 1
        877131455000: [DRV] tx_byte = 12, rx_byte = 00
        878127495000: [MON] tx_byte = 00, rx_byte = 93
        878127495000: [SCB PASS] expected = 93, actual = 93, q_size = 0
        878127495000: [SCB QUEUE PUSH] expected_q push = 12, size = 1
        878173055000: [DRV] tx_byte = 99, rx_byte = 00
        879169095000: [MON] tx_byte = 00, rx_byte = 12
        879169095000: [SCB PASS] expected = 12, actual = 12, q_size = 0
        879169095000: [SCB QUEUE PUSH] expected_q push = 99, size = 1
        879214655000: [DRV] tx_byte = d9, rx_byte = 00
        880210695000: [MON] tx_byte = 00, rx_byte = 99
        880210695000: [SCB PASS] expected = 99, actual = 99, q_size = 0
        880210695000: [SCB QUEUE PUSH] expected_q push = d9, size = 1
        880256255000: [DRV] tx_byte = 28, rx_byte = 00
        881252295000: [MON] tx_byte = 00, rx_byte = d9
        881252295000: [SCB PASS] expected = d9, actual = d9, q_size = 0
        881252295000: [SCB QUEUE PUSH] expected_q push = 28, size = 1
        881297855000: [DRV] tx_byte = ee, rx_byte = 00
        882293895000: [MON] tx_byte = 00, rx_byte = 28
        882293895000: [SCB PASS] expected = 28, actual = 28, q_size = 0
